ID,sex,age,occupations
3137,0,38,21
3138,1,14,-1
3139,1,30,16
3140,1,50,0
3141,0,47,2
3142,0,17,-1
3143,1,29,20
3144,0,61,21
3145,0,63,12
3146,0,71,20
3147,1,82,16
3148,1,40,21
3149,1,10,-1
3150,1,59,15
3151,0,21,12
3152,0,31,16
3153,1,24,20
3154,0,17,-1
3155,1,40,16
3156,1,22,12
3157,1,47,12
3158,0,65,2
3159,1,60,1
3160,1,63,14
3161,0,5,-1
3162,1,6,-1
3163,1,36,12
3164,0,46,16
3165,0,28,14
3166,1,15,-1
3167,0,31,1
3168,0,24,12
3169,0,22,1
3170,1,47,2
3171,1,16,-1
3172,1,58,14
3173,0,62,19
3174,0,75,8
3175,0,43,1
3176,0,61,9
3177,0,18,-1
3178,0,28,2
3179,1,31,7
3180,1,22,0
3181,0,62,12
3182,0,8,-1
3183,0,80,18
3184,0,29,19
3185,0,65,20
3186,1,73,14
3187,1,71,12
3188,0,33,14
3189,1,48,1
3190,0,50,1
3191,0,50,14
3192,0,24,2
3193,1,42,18
3194,1,4,-1
3195,1,31,10
3196,1,12,-1
3197,1,70,9
3198,1,22,12
3199,1,52,15
3200,0,31,2
3201,1,20,12
3202,0,5,-1
3203,0,20,15
3204,1,29,12
3205,0,8,-1
3206,1,23,0
3207,1,27,18
3208,0,10,-1
3209,1,40,2
3210,1,34,0
3211,1,16,-1
3212,1,84,10
3213,1,16,-1
3214,0,54,2
3215,1,90,21
3216,1,35,1
3217,0,50,12
3218,1,10,-1
3219,0,38,0
3220,1,45,0
3221,0,69,19
3222,1,18,-1
3223,1,41,18
3224,0,29,1
3225,1,14,-1
3226,0,54,18
3227,0,43,0
3228,1,56,14
3229,0,55,18
3230,1,24,14
3231,0,48,0
3232,1,52,15
3233,1,10,-1
3234,1,65,12
3235,1,24,13
3236,1,64,14
3237,0,26,1
3238,1,40,20
3239,0,11,-1
3240,1,18,-1
3241,1,21,14
3242,1,10,-1
3243,1,68,20
3244,0,23,12
3245,0,36,12
3246,1,42,21
3247,1,25,12
3248,1,48,18
3249,1,11,-1
3250,1,41,20
3251,0,38,1
3252,0,98,1
3253,1,20,12
3254,0,17,-1
3255,1,50,16
3256,1,40,14
3257,1,31,0
3258,0,38,8
3259,1,62,14
3260,0,55,2
3261,0,11,-1
3262,1,47,12
3263,1,18,-1
3264,0,55,14
3265,0,49,15
3266,0,64,1
3267,0,41,14
3268,0,52,0
3269,1,45,14
3270,1,43,16
3271,1,5,-1
3272,0,25,1
3273,0,34,21
3274,1,44,14
3275,0,1,-1
3276,0,49,12
3277,0,2,-1
3278,0,46,6
3279,0,47,18
3280,0,42,21
3281,0,73,2
3282,1,48,2
3283,1,27,21
3284,0,19,12
3285,0,51,0
3286,1,20,13
3287,1,51,1
3288,1,42,2
3289,1,19,12
3290,1,27,2
3291,0,32,15
3292,1,1,-1
3293,0,54,21
3294,0,49,14
3295,0,89,15
3296,1,7,-1
3297,0,86,1
3298,0,7,-1
3299,1,5,-1
3300,1,6,-1
3301,1,12,-1
3302,0,4,-1
3303,0,33,2
3304,1,67,20
3305,1,31,21
3306,0,1,-1
3307,0,27,1
3308,0,87,14
3309,1,57,14
3310,1,45,2
3311,0,72,18
3312,1,55,3
3313,1,89,3
3314,1,54,15
3315,1,61,21
3316,1,35,2
3317,0,51,14
3318,1,56,14
3319,1,71,12
3320,0,25,2
3321,1,13,-1
3322,1,77,21
3323,1,71,0
3324,0,64,18
3325,0,39,14
3326,0,35,10
3327,0,33,11
3328,0,33,0
3329,1,38,14
3330,0,20,4
3331,0,77,1
3332,1,60,7
3333,0,53,2
3334,1,18,-1
3335,0,42,2
3336,0,50,21
3337,1,53,1
3338,1,42,12
3339,1,53,12
3340,0,35,12
3341,0,39,18
3342,1,66,12
3343,1,68,20
3344,0,23,16
3345,0,22,2
3346,0,47,2
3347,0,70,12
3348,0,38,12
3349,0,60,12
3350,1,41,14
3351,1,40,21
3352,1,54,14
3353,1,24,14
3354,0,59,14
3355,1,78,12
3356,1,49,12
3357,1,45,2
3358,0,3,-1
3359,0,12,-1
3360,1,42,14
3361,1,63,15
3362,0,2,-1
3363,1,8,-1
3364,0,48,1
3365,1,19,2
3366,0,105,14
3367,0,4,-1
3368,1,24,1
3369,0,10,-1
3370,0,9,-1
3371,0,101,0
3372,1,49,14
3373,1,55,20
3374,0,31,14
3375,0,9,-1
3376,0,39,14
3377,0,26,12
3378,0,5,-1
3379,1,48,2
3380,0,60,1
3381,1,28,21
3382,1,33,2
3383,0,14,-1
3384,1,31,12
3385,0,17,-1
3386,1,50,0
3387,1,4,-1
3388,0,30,12
3389,0,48,2
3390,0,24,14
3391,0,40,21
3392,1,32,15
3393,1,30,12
3394,0,58,2
3395,0,28,12
3396,0,8,-1
3397,0,13,-1
3398,1,21,18
3399,1,29,12
3400,0,12,-1
3401,1,48,13
3402,1,13,-1
3403,0,21,0
3404,1,32,14
3405,0,21,12
3406,0,38,19
3407,0,42,16
3408,0,72,2
3409,1,13,-1
3410,0,29,9
3411,0,66,2
3412,1,33,20
3413,1,38,7
3414,1,38,18
3415,1,32,12
3416,0,40,7
3417,1,32,21
3418,1,82,1
3419,1,19,14
3420,0,65,0
3421,1,25,15
3422,0,27,0
3423,1,12,-1
3424,0,81,11
3425,1,46,1
3426,1,20,10
3427,0,19,21
3428,1,7,-1
3429,0,2,-1
3430,0,60,18
3431,1,82,9
3432,0,54,15
3433,0,37,0
3434,0,41,16
3435,0,79,16
3436,1,49,21
3437,1,18,-1
3438,0,32,2
3439,1,15,-1
3440,0,47,0
3441,0,33,0
3442,0,40,2
3443,0,45,18
3444,0,35,5
3445,0,37,0
3446,0,45,12
3447,1,13,-1
3448,1,14,-1
3449,1,28,15
3450,1,30,12
3451,0,58,21
3452,1,27,21
3453,1,40,12
3454,1,29,12
3455,0,7,-1
3456,1,0,-1
3457,0,24,2
3458,1,33,12
3459,0,86,14
3460,1,32,2
3461,1,44,7
3462,0,54,14
3463,1,38,12
3464,1,18,-1
3465,0,59,21
3466,1,58,2
3467,0,0,-1
3468,0,39,20
3469,0,56,14
3470,0,15,-1
3471,0,32,7
3472,0,48,1
3473,1,2,-1
3474,0,54,14
3475,1,25,1
3476,0,21,1
3477,1,66,12
3478,1,42,14
3479,0,45,20
3480,0,94,14
3481,1,21,21
3482,0,29,12
3483,0,11,-1
3484,0,50,14
3485,1,44,14
3486,0,38,12
3487,1,48,13
3488,0,54,2
3489,0,11,-1
3490,0,58,14
3491,1,51,2
3492,1,29,2
3493,1,50,21
3494,0,40,14
3495,1,40,2
3496,1,7,-1
3497,0,27,12
3498,1,40,13
3499,1,27,12
3500,1,56,12
3501,1,4,-1
3502,1,13,-1
3503,0,48,12
3504,0,52,19
3505,1,36,18
3506,1,67,1
3507,0,10,-1
3508,0,85,14
3509,1,22,17
3510,1,25,14
3511,0,90,12
3512,0,20,2
3513,1,43,21
3514,1,38,14
3515,1,22,20
3516,0,51,12
3517,0,29,21
3518,1,42,1
3519,1,25,9
3520,1,65,12
3521,1,52,19
3522,1,51,20
3523,0,35,21
3524,0,18,-1
3525,0,33,2
3526,0,11,-1
3527,0,2,-1
3528,0,51,2
3529,0,87,14
3530,0,25,20
3531,0,81,1
3532,0,10,-1
3533,1,76,21
3534,0,9,-1
3535,0,78,14
3536,1,25,14
3537,1,28,0
3538,1,35,20
3539,0,45,21
3540,1,55,14
3541,1,52,1
3542,0,52,12
3543,1,32,14
3544,0,24,12
3545,1,12,-1
3546,1,9,-1
3547,0,42,0
3548,0,54,0
3549,0,57,14
3550,1,73,21
3551,1,81,20
3552,1,51,10
3553,1,28,19
3554,1,70,15
3555,1,26,16
3556,0,43,0
3557,0,42,2
3558,0,34,16
3559,0,8,-1
3560,0,16,-1
3561,0,42,1
3562,0,11,-1
3563,0,76,12
3564,1,12,-1
3565,1,25,0
3566,0,54,12
3567,0,20,21
3568,0,35,1
3569,1,31,14
3570,1,63,20
3571,1,34,12
3572,1,9,-1
3573,0,13,-1
3574,0,24,21
3575,0,41,15
3576,1,21,9
3577,0,17,-1
3578,1,11,-1
3579,1,27,14
3580,0,40,18
3581,1,26,1
3582,1,22,13
3583,1,24,19
3584,1,83,2
3585,0,33,16
3586,0,23,20
3587,0,4,-1
3588,1,28,14
3589,0,45,12
3590,1,28,2
3591,0,50,7
3592,1,34,16
3593,0,6,-1
3594,0,16,-1
3595,0,52,21
3596,0,42,0
3597,1,76,15
3598,1,90,13
3599,1,5,-1
3600,0,30,8
3601,1,36,14
3602,1,18,-1
3603,0,58,20
3604,0,63,3
3605,1,52,13
3606,1,35,15
3607,1,56,13
3608,1,45,20
3609,1,61,1
3610,1,89,1
3611,0,13,-1
3612,1,15,-1
3613,1,35,2
3614,1,31,1
3615,1,3,-1
3616,0,73,2
3617,1,30,5
3618,0,32,12
3619,1,58,18
3620,1,10,-1
3621,1,51,1
3622,1,12,-1
3623,1,54,14
3624,1,58,14
3625,1,70,15
3626,0,39,12
3627,0,22,12
3628,0,27,11
3629,0,32,1
3630,1,36,20
3631,0,34,15
3632,0,61,2
3633,1,50,0
3634,1,21,21
3635,0,56,15
3636,0,49,16
3637,0,7,-1
3638,0,1,-1
3639,1,30,2
3640,1,56,9
3641,1,75,14
3642,0,61,9
3643,1,38,5
3644,1,44,1
3645,1,0,-1
3646,1,56,1
3647,1,29,14
3648,1,42,9
3649,0,39,18
3650,0,31,20
3651,1,67,14
3652,1,59,1
3653,0,70,21
3654,1,35,12
3655,1,15,-1
3656,1,20,1
3657,0,26,20
3658,0,70,21
3659,1,57,12
3660,1,16,-1
3661,0,35,16
3662,0,3,-1
3663,0,28,14
3664,0,28,12
3665,1,50,18
3666,1,71,1
3667,0,25,2
3668,0,48,14
3669,0,43,14
3670,1,34,2
3671,0,16,-1
3672,1,43,14
3673,1,31,2
3674,0,41,3
3675,0,1,-1
3676,1,18,-1
3677,1,3,-1
3678,1,20,12
3679,0,60,10
3680,0,0,-1
3681,0,28,9
3682,1,16,-1
3683,1,14,-1
3684,1,28,18
3685,0,2,-1
3686,1,49,2
3687,1,12,-1
3688,1,3,-1
3689,0,18,-1
3690,1,46,20
3691,0,12,-1
3692,1,17,-1
3693,0,46,21
3694,0,37,2
3695,0,79,14
3696,0,22,20
3697,0,7,-1
3698,0,53,14
3699,1,35,16
3700,0,76,20
3701,0,56,15
3702,0,25,18
3703,0,50,2
3704,0,76,0
3705,1,56,21
3706,0,36,1
3707,0,21,7
3708,1,11,-1
3709,1,13,-1
3710,0,20,1
3711,1,1,-1
3712,1,29,18
3713,0,18,-1
3714,1,47,20
3715,1,58,12
3716,1,36,9
3717,1,9,-1
3718,1,31,21
3719,1,11,-1
3720,1,20,14
3721,1,16,-1
3722,1,22,20
3723,1,28,15
3724,0,46,2
3725,1,44,0
3726,1,54,1
3727,0,20,1
3728,1,15,-1
3729,1,41,12
3730,0,31,18
3731,1,48,18
3732,0,37,6
3733,0,12,-1
3734,0,76,18
3735,0,49,5
3736,0,43,2
3737,1,46,16
3738,1,1,-1
3739,0,72,1
3740,0,47,2
3741,0,63,14
3742,0,84,21
3743,1,32,12
3744,1,25,9
3745,1,3,-1
3746,1,47,2
3747,0,64,14
3748,1,43,15
3749,1,51,16
3750,0,73,12
3751,1,48,14
3752,1,68,15
3753,0,48,14
3754,1,6,-1
3755,0,48,21
3756,1,56,0
3757,1,3,-1
3758,1,62,15
3759,1,84,19
3760,0,59,20
3761,0,27,7
3762,1,77,21
3763,1,17,-1
3764,1,69,12
3765,1,26,16
3766,1,38,1
3767,0,79,0
3768,0,5,-1
3769,0,26,15
3770,0,28,1
3771,0,17,-1
3772,1,29,14
3773,1,64,1
3774,1,14,-1
3775,1,16,-1
3776,1,20,12
3777,1,21,12
3778,0,66,18
3779,0,41,18
3780,0,2,-1
3781,0,4,-1
3782,0,28,7
3783,1,48,21
3784,1,43,0
3785,0,60,13
3786,0,51,2
3787,1,7,-1
3788,1,31,14
3789,0,14,-1
3790,1,26,3
3791,1,24,21
3792,1,42,2
3793,1,29,15
3794,0,85,21
3795,1,44,21
3796,1,51,0
3797,1,28,14
3798,0,68,14
3799,1,7,-1
3800,1,6,-1
3801,0,26,14
3802,0,62,12
3803,0,48,12
3804,1,54,12
3805,1,53,9
3806,0,54,14
3807,1,61,1
3808,0,49,9
3809,1,51,18
3810,1,60,0
3811,0,28,8
3812,1,7,-1
3813,0,32,2
3814,1,18,-1
3815,0,1,-1
3816,1,23,14
3817,0,66,8
3818,0,4,-1
3819,0,53,19
3820,1,15,-1
3821,1,7,-1
3822,1,71,1
3823,1,61,0
3824,0,55,16
3825,0,42,13
3826,1,16,-1
3827,0,41,19
3828,1,40,19
3829,0,40,12
3830,1,22,12
3831,0,23,12
3832,1,30,8
3833,1,29,1
3834,0,56,2
3835,1,28,6
3836,0,4,-1
3837,0,23,20
3838,0,35,12
3839,1,16,-1
3840,1,31,7
3841,0,50,14
3842,0,38,18
3843,1,14,-1
3844,0,67,18
3845,0,73,0
3846,1,73,2
3847,1,46,14
3848,0,36,21
3849,1,40,2
3850,1,12,-1
3851,1,18,-1
3852,0,68,14
3853,1,2,-1
3854,1,44,9
3855,0,32,7
3856,1,36,18
3857,0,92,20
3858,1,40,14
3859,1,42,21
3860,1,77,12
3861,0,4,-1
3862,0,31,14
3863,1,22,2
3864,1,26,8
3865,1,52,1
3866,0,10,-1
3867,0,40,20
3868,0,37,0
3869,1,72,1
3870,0,22,14
3871,1,52,14
3872,0,43,14
3873,0,40,2
3874,1,65,2
3875,1,16,-1
3876,1,56,18
3877,1,3,-1
3878,1,43,2
3879,0,46,16
3880,1,28,9
3881,1,31,12
3882,1,32,14
3883,0,59,19
3884,0,67,21
3885,1,45,0
3886,0,10,-1
3887,0,5,-1
3888,1,67,14
3889,1,11,-1
3890,0,52,12
3891,1,56,14
3892,0,51,16
3893,0,31,15
3894,0,26,14
3895,0,61,0
3896,1,4,-1
3897,1,92,21
3898,0,48,16
3899,1,26,2
3900,0,25,11
3901,0,55,14
3902,1,7,-1
3903,0,56,14
3904,0,36,18
3905,0,15,-1
3906,1,30,12
3907,1,29,0
3908,0,8,-1
3909,0,7,-1
3910,1,52,14
3911,0,77,14
3912,0,68,9
3913,0,56,2
3914,0,49,12
3915,1,26,15
3916,1,76,12
3917,0,3,-1
3918,1,27,12
3919,1,28,21
3920,0,47,14
3921,1,55,14
3922,0,43,14
3923,1,40,21
3924,0,54,18
3925,0,36,0
3926,0,56,12
3927,1,49,2
3928,0,49,7
3929,0,14,-1
3930,1,38,1
3931,0,37,16
3932,0,39,14
3933,0,89,12
3934,1,27,14
3935,1,2,-1
3936,1,72,21
3937,1,9,-1
3938,0,3,-1
3939,1,67,18
3940,0,20,2
3941,1,48,21
3942,0,23,1
3943,0,38,1
3944,0,36,2
3945,0,6,-1
3946,1,13,-1
3947,0,49,15
3948,0,3,-1
3949,1,63,12
3950,0,70,18
3951,1,57,18
3952,1,83,14
3953,0,48,2
3954,1,45,21
3955,1,43,14
3956,0,36,11
3957,1,44,14
3958,0,49,0
3959,0,1,-1
3960,1,16,-1
3961,1,9,-1
3962,1,14,-1
3963,1,16,-1
3964,0,41,13
3965,1,63,18
3966,0,29,15
3967,0,50,8
3968,1,54,21
3969,0,44,14
3970,0,21,0
3971,0,10,-1
3972,1,43,9
3973,0,12,-1
3974,0,35,1
3975,0,24,14
3976,1,50,2
3977,1,53,21
3978,1,26,14
3979,1,5,-1
3980,1,7,-1
3981,0,59,20
3982,1,26,14
3983,0,17,-1
3984,0,50,14
3985,1,25,0
3986,1,19,12
3987,1,38,3
3988,0,14,-1
3989,1,40,13
3990,0,36,12
3991,0,11,-1
3992,1,39,18
3993,1,62,14
3994,0,38,0
3995,0,33,20
3996,1,9,-1
3997,1,36,2
3998,0,63,15
3999,0,29,15
4000,1,54,2
4001,1,8,-1
4002,0,1,-1
4003,1,6,-1
4004,1,55,21
4005,0,17,-1
4006,1,70,14
4007,1,62,14
4008,0,6,-1
4009,1,23,19
4010,1,52,12
4011,0,5,-1
4012,1,5,-1
4013,1,48,1
4014,0,22,12
4015,1,66,14
4016,1,61,1
4017,1,41,16
4018,1,38,12
4019,0,64,12
4020,0,16,-1
4021,1,2,-1
4022,0,7,-1
4023,1,34,14
4024,1,89,2
4025,1,76,21
4026,0,13,-1
4027,1,11,-1
4028,0,89,0
4029,1,18,-1
4030,0,44,21
4031,0,58,12
4032,1,60,18
4033,0,35,12
4034,0,27,0
4035,0,22,14
4036,1,26,18
4037,0,49,9
4038,0,19,0
4039,1,34,12
4040,0,18,-1
4041,1,62,9
4042,1,26,1
4043,1,30,13
4044,1,61,12
4045,1,61,12
4046,0,61,2
4047,0,7,-1
4048,0,18,-1
4049,1,29,1
4050,0,46,16
4051,1,44,1
4052,1,6,-1
4053,1,51,12
4054,0,12,-1
4055,1,23,10
4056,0,23,1
4057,0,75,14
4058,0,40,2
4059,1,89,5
4060,1,55,12
4061,0,114,12
4062,1,40,20
4063,1,33,12
4064,1,48,2
4065,1,53,15
4066,0,64,2
4067,0,29,2
4068,0,35,14
4069,1,2,-1
4070,1,17,-1
4071,0,47,21
4072,1,23,14
4073,0,25,14
4074,0,22,12
4075,1,50,18
4076,1,53,21
4077,0,4,-1
4078,0,67,18
4079,0,2,-1
4080,0,37,11
4081,0,44,14
4082,0,107,15
4083,1,30,0
4084,1,7,-1
4085,1,87,16
4086,1,41,2
4087,1,52,16
4088,0,41,12
4089,1,14,-1
4090,1,51,9
4091,0,12,-1
4092,0,4,-1
4093,0,36,8
4094,0,37,1
4095,0,20,19
4096,1,95,15
4097,1,41,21
4098,1,23,12
4099,0,21,14
4100,0,17,-1
4101,0,52,12
4102,0,33,1
4103,0,78,12
4104,1,36,16
4105,0,6,-1
4106,0,4,-1
4107,1,21,16
4108,0,67,0
4109,0,56,0
4110,1,40,2
4111,1,35,2
4112,0,24,12
4113,0,5,-1
4114,0,33,2
4115,1,42,21
4116,1,49,13
4117,1,47,7
4118,0,61,8
4119,0,34,14
4120,1,22,20
4121,0,40,8
4122,0,45,1
4123,0,57,21
4124,0,80,14
4125,0,78,20
4126,0,24,2
4127,0,42,13
4128,0,4,-1
4129,0,43,0
4130,0,49,14
4131,1,22,12
4132,1,45,14
4133,0,28,21
4134,1,25,14
4135,1,38,13
4136,1,33,14
4137,1,66,21
4138,1,13,-1
4139,1,35,19
4140,0,31,13
4141,1,45,2
4142,1,56,12
4143,0,46,12
4144,1,59,7
4145,0,29,14
4146,0,5,-1
4147,0,52,2
4148,0,60,20
4149,0,30,14
4150,1,19,7
4151,0,45,15
4152,0,14,-1
4153,1,64,14
4154,1,47,2
4155,0,59,15
4156,1,33,2
4157,0,8,-1
4158,0,23,21
4159,0,10,-1
4160,1,17,-1
4161,0,4,-1
4162,1,48,19
4163,1,23,12
4164,1,58,2
4165,0,24,12
4166,1,22,12
4167,1,23,12
4168,1,53,1
4169,0,45,2
4170,0,7,-1
4171,0,41,12
4172,1,47,15
4173,1,46,12
4174,0,40,18
4175,0,33,21
4176,0,9,-1
4177,1,49,4
4178,1,36,0
4179,1,22,15
4180,0,27,0
4181,0,32,2
4182,0,54,0
4183,1,35,1
4184,0,31,18
4185,0,16,-1
4186,1,56,2
4187,1,38,12
4188,1,14,-1
4189,1,86,14
4190,1,61,1
4191,0,27,14
4192,1,55,18
4193,0,56,14
4194,1,55,14
4195,1,9,-1
4196,0,56,20
4197,1,65,4
4198,1,6,-1
4199,0,38,0
4200,1,39,20
4201,0,24,1
4202,1,8,-1
4203,1,18,-1
4204,1,50,2
4205,0,45,19
4206,0,11,-1
4207,1,75,19
4208,0,10,-1
4209,0,52,15
4210,1,48,2
4211,1,27,3
4212,0,20,7
4213,0,55,1
4214,0,22,7
4215,0,19,21
4216,0,7,-1
4217,1,36,12
4218,1,28,4
4219,0,58,16
4220,0,48,2
4221,1,46,14
4222,1,6,-1
4223,0,61,17
4224,1,4,-1
4225,1,56,19
4226,0,12,-1
4227,1,22,2
4228,0,36,12
4229,1,14,-1
4230,1,57,14
4231,1,36,16
4232,1,26,9
4233,1,24,12
4234,0,9,-1
4235,0,57,1
4236,1,45,9
4237,0,29,14
4238,1,63,18
4239,1,28,14
4240,0,67,12
4241,0,3,-1
4242,1,5,-1
4243,0,57,12
4244,0,0,-1
4245,0,3,-1
4246,1,61,21
4247,0,8,-1
4248,0,59,20
4249,1,24,14
4250,1,40,8
4251,0,34,12
4252,0,49,14
4253,0,39,16
4254,1,73,12
4255,0,17,-1
4256,0,32,14
4257,1,25,7
4258,0,63,12
4259,1,57,1
4260,1,1,-1
4261,0,33,1
4262,0,37,0
4263,1,3,-1
4264,1,19,2
4265,1,64,12
4266,0,24,2
4267,0,45,21
4268,1,27,16
4269,0,25,18
4270,1,43,14
4271,1,21,1
4272,0,54,2
4273,0,55,2
4274,0,39,2
4275,1,22,2
4276,1,47,21
4277,0,20,1
4278,1,21,2
4279,1,9,-1
4280,0,10,-1
4281,1,31,0
4282,0,3,-1
4283,0,5,-1
4284,1,30,20
4285,1,11,-1
4286,1,45,21
4287,0,4,-1
4288,1,36,7
4289,1,82,21
4290,0,72,0
4291,1,45,12
4292,0,33,14
4293,0,39,12
4294,0,37,2
4295,1,46,21
4296,1,32,11
4297,1,24,12
4298,0,21,21
4299,1,57,0
4300,0,56,14
4301,0,14,-1
4302,1,36,12
4303,0,55,14
4304,1,44,10
4305,0,44,14
4306,0,20,14
4307,0,27,14
4308,1,59,21
4309,1,120,1
4310,1,6,-1
4311,0,33,18
4312,1,21,2
4313,1,9,-1
4314,0,48,12
4315,1,22,20
4316,1,65,1
4317,1,14,-1
4318,1,79,14
4319,0,57,12
4320,0,3,-1
4321,1,14,-1
4322,1,50,18
4323,1,29,1
4324,0,26,20
4325,1,13,-1
4326,0,34,8
4327,0,13,-1
4328,1,4,-1
4329,1,30,14
4330,1,59,1
4331,1,32,12
4332,1,76,21
4333,0,25,12
4334,1,22,8
4335,0,23,9
4336,1,81,2
4337,1,48,20
4338,1,43,1
4339,1,26,18
4340,1,2,-1
4341,1,20,21
4342,1,41,12
4343,0,88,14
4344,1,23,20
4345,0,8,-1
4346,0,61,14
4347,1,63,9
4348,0,37,14
4349,1,84,18
4350,1,25,14
4351,0,51,21
4352,1,43,1
4353,1,53,1
4354,0,27,14
4355,0,27,4
4356,0,52,0
4357,0,63,1
4358,0,5,-1
4359,0,64,14
4360,0,3,-1
4361,0,48,1
4362,1,15,-1
4363,0,12,-1
4364,1,27,2
4365,0,28,2
4366,0,46,2
4367,0,21,2
4368,0,43,15
4369,1,44,14
4370,0,52,6
4371,1,10,-1
4372,0,5,-1
4373,0,25,9
4374,1,48,12
4375,1,45,12
4376,0,38,14
4377,1,43,7
4378,1,24,0
4379,1,28,3
4380,0,26,18
4381,0,57,8
4382,0,17,-1
4383,1,40,16
4384,1,45,16
4385,1,39,20
4386,0,15,-1
4387,0,28,14
4388,0,17,-1
4389,0,50,3
4390,1,1,-1
4391,1,62,16
4392,0,63,2
4393,1,71,12
4394,0,66,21
4395,1,20,16
4396,1,36,14
4397,1,16,-1
4398,1,33,14
4399,1,52,14
4400,1,63,0
4401,0,45,0
4402,0,40,12
4403,0,54,0
4404,0,35,21
4405,1,48,0
4406,0,58,14
4407,0,9,-1
4408,0,35,14
4409,0,58,1
4410,1,61,19
4411,0,18,-1
4412,0,43,21
4413,0,32,9
4414,0,6,-1
4415,0,1,-1
4416,1,20,1
4417,1,9,-1
4418,0,34,11
4419,0,56,21
4420,1,102,9
4421,1,20,21
4422,0,54,14
4423,0,32,14
4424,1,102,14
4425,0,48,9
4426,0,20,12
4427,1,27,18
4428,0,53,16
4429,0,70,2
4430,1,38,12
4431,0,50,1
4432,0,8,-1
4433,1,4,-1
4434,1,13,-1
4435,1,27,17
4436,0,36,7
4437,0,45,2
4438,0,8,-1
4439,0,24,1
4440,0,45,14
4441,0,93,1
4442,1,24,12
4443,0,72,13
4444,0,65,20
4445,1,31,2
4446,0,60,14
4447,0,57,18
4448,0,49,1
4449,1,10,-1
4450,0,55,14
4451,1,66,14
4452,1,22,14
4453,0,73,20
4454,0,32,15
4455,1,40,19
4456,0,55,1
4457,0,26,1
4458,0,17,-1
4459,1,4,-1
4460,1,39,14
4461,1,16,-1
4462,1,28,20
4463,1,77,10
4464,1,39,12
4465,1,44,1
4466,0,20,2
4467,1,0,-1
4468,0,21,9
4469,1,59,1
4470,0,11,-1
4471,1,44,14
4472,1,42,14
4473,1,61,19
4474,1,38,14
4475,1,27,14
4476,0,60,21
4477,1,23,14
4478,0,74,12
4479,1,27,18
4480,1,35,21
4481,1,63,12
4482,0,32,12
4483,0,82,2
4484,1,35,2
4485,0,21,18
4486,1,14,-1
4487,0,29,12
4488,1,29,12
4489,0,19,21
4490,0,41,14
4491,1,108,14
4492,0,8,-1
4493,0,46,18
4494,0,36,15
4495,0,1,-1
4496,0,15,-1
4497,0,62,20
4498,1,50,9
4499,0,26,1
4500,0,44,2
4501,0,60,12
4502,1,16,-1
4503,0,24,21
4504,1,50,15
4505,0,48,17
4506,0,69,2
4507,0,39,18
4508,0,20,21
4509,1,42,21
4510,0,39,14
4511,0,47,1
4512,1,13,-1
4513,0,13,-1
4514,0,14,-1
4515,0,27,14
4516,1,9,-1
4517,0,36,0
4518,0,34,21
4519,1,54,1
4520,0,41,12
4521,0,27,14
4522,1,1,-1
4523,0,58,2
4524,1,82,21
4525,1,18,-1
4526,1,69,5
4527,0,22,12
4528,0,49,12
4529,0,57,21
4530,0,5,-1
4531,1,10,-1
4532,0,35,12
4533,1,48,1
4534,1,18,-1
4535,0,64,9
4536,0,40,1
4537,1,18,-1
4538,0,6,-1
4539,0,8,-1
4540,0,84,18
4541,0,60,0
4542,1,36,9
4543,0,13,-1
4544,1,29,14
4545,1,21,14
4546,1,8,-1
4547,0,77,21
4548,1,14,-1
4549,0,15,-1
4550,0,62,1
4551,0,16,-1
4552,0,29,21
4553,1,17,-1
4554,0,6,-1
4555,1,17,-1
4556,0,35,20
4557,0,48,0
4558,1,28,2
4559,1,8,-1
4560,0,24,12
4561,0,37,14
4562,1,20,14
4563,0,67,21
4564,0,57,1
4565,1,25,2
4566,1,38,14
4567,0,44,12
4568,1,56,14
4569,0,34,14
4570,1,14,-1
4571,1,46,20
4572,0,63,7
4573,1,6,-1
4574,1,46,15
4575,1,40,16
4576,0,18,-1
4577,1,2,-1
4578,0,51,2
4579,1,21,12
4580,1,5,-1
4581,0,3,-1
4582,0,18,-1
4583,0,62,21
4584,0,46,21
4585,0,57,2
4586,1,27,14
4587,1,15,-1
4588,0,31,9
4589,0,62,12
4590,0,51,1
4591,0,6,-1
4592,1,49,2
4593,1,35,15
4594,0,57,14
4595,0,25,19
4596,1,10,-1
4597,0,21,19
4598,1,48,15
4599,0,43,12
4600,0,62,0
4601,1,30,0
4602,0,46,15
4603,1,42,13
4604,1,28,16
4605,1,45,1
4606,0,52,1
4607,0,47,2
4608,1,13,-1
4609,1,13,-1
4610,1,24,14
4611,0,78,2
4612,1,1,-1
4613,1,34,7
4614,1,30,20
4615,1,27,21
4616,0,34,20
4617,0,11,-1
4618,1,39,15
4619,0,29,2
4620,0,66,0
4621,1,42,2
4622,0,60,14
4623,1,32,1
4624,0,22,16
4625,0,46,14
4626,1,34,15
4627,0,22,13
4628,0,79,20
4629,0,72,2
4630,0,44,20
4631,0,37,18
4632,1,41,2
4633,1,51,21
4634,0,37,18
4635,1,55,1
4636,0,43,20
4637,1,52,1
4638,0,26,2
4639,0,22,1
4640,0,31,1
4641,0,67,14
4642,1,44,2
4643,0,50,2
4644,1,32,3
4645,1,60,19
4646,0,13,-1
4647,0,21,15
4648,1,42,9
4649,0,14,-1
4650,1,12,-1
4651,0,40,18
4652,0,49,14
